scorer,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma,Frank Ma
bodyparts,C1_Left_1,C1_Left_1,C1_Left_2,C1_Left_2,C1_Left_3,C1_Left_3,C1_Left_4,C1_Left_4,C1_Left_5,C1_Left_5,C1_Right_5,C1_Right_5,C1_Right_4,C1_Right_4,C1_Right_3,C1_Right_3,C1_Right_2,C1_Right_2,C1_Right_1,C1_Right_1,Eye_Left_1,Eye_Left_1,Eye_Left_2,Eye_Left_2,Eye_Left_3,Eye_Left_3,Eye_Left_4,Eye_Left_4,Eye_Left_5,Eye_Left_5,Eye_Left_6,Eye_Left_6,Eye_Right_1,Eye_Right_1,Eye_Right_2,Eye_Right_2,Eye_Right_3,Eye_Right_3,Eye_Right_4,Eye_Right_4,Eye_Right_5,Eye_Right_5,Eye_Right_6,Eye_Right_6,Mid_1,Mid_1,Mid_2,Mid_2,Mid_3,Mid_3,Snout,Snout
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\6400rat\img0291.png,142.11908504952052,672.2319603835878,230.8598490803333,603.5635120264112,323.82636377928,562.3624430121052,402.00275113975783,512.7098726615313,500.25145417387205,474.6781166483259,783.319580078125,468.8636169433594,852.7073974609375,532.8798217773438,914.3750196509984,584.5476340198084,974.5919666719069,632.0873290363153,1039.0346643609496,697.5864643923913,424.7039794921875,64.80567932128906,451.6874084472656,106.88218688964844,480.99090576171875,152.071533203125,503.1233825683594,206.42674255371094,426.1144714355469,190.66514587402344,394.5068664550781,140.81924438476562,826.451904296875,52.187896728515625,800.6764526367188,95.90071105957031,783.1452026367188,138.6694793701172,758.8631591796875,205.61065673828125,835.2551879882812,175.11431884765625,859.8659057617188,117.7862548828125,629.77490234375,109.80642700195312,631.4102172851562,274.7563171386719,639.6831665039062,432.11029052734375,645.6239013671875,639.7750244140625
labeled-data\6400rat\img0456.png,110.42595503851592,462.0008646439241,211.84397107373056,440.87211130325437,300.58473510454326,434.5334853010535,408.3413771419588,425.0255462977521,486.51776450243676,425.0255462977521,800.2797516113819,419.74335796258464,880.5690143059269,420.79979562961813,968.2533406697062,428.1948592988525,1069.6713567049208,435.58992296808697,1156.2992454016664,451.43648797358924,424.18794214746106,63.723864172299955,452.71175915736524,104.92493318660593,480.1791385002358,152.46462820311274,493.9128281716711,203.17363622072014,426.30081748152804,189.43994654928474,392.4948121364565,135.56162553057698,830.9164439553529,51.04661216789816,803.4490646124823,94.36055651627112,783.3767489388462,136.61806319761047,762.2479955981764,203.17363622072014,838.3115076245874,175.70625687784946,861.553136299324,116.54574752397423,634.4190378871247,107.03780852067291,631.2497248860242,292.9708379185664,635.4754755541582,444.04142430435485,642.8705392233926,605.6763873604781
labeled-data\6400rat\img0521.png,165.36071372425718,664.8368967143533,253.04504008803647,607.7892626945451,329.10855211444743,558.1366923439713,413.62356547712625,512.7098726615313,490.7435151705706,467.2830529790915,789.715374941047,464.11373997799103,880.5690143059269,508.4841219933975,951.3503379971703,551.7980663417704,1017.90591102028,594.0555730231098,1087.63079704449,642.6517057066501,426.30081748152804,61.610988838233084,453.7681968243986,102.81205785253894,483.3484515013363,147.1824398679454,509.75939317717337,205.28651155478713,427.35725514856153,189.43994654928474,396.7205628045905,142.95668919981142,834.0857569564535,47.877299166797684,811.9005659487502,91.19124351517064,791.828250275114,141.90025153277793,763.3044332652099,204.23007388775363,841.4808206256878,173.59338154378247,870.004637635592,119.7150605250747,634.4190378871247,105.98137085363942,635.4754755541582,272.8985222449302,643.9269768904261,441.92854897028786,651.3220405596604,645.8210187077506
labeled-data\6400rat\img0673.png,136.83689671435306,590.8862600220093,224.52122307813235,550.7416286747368,307.9797987737777,520.1049363307658,407.2849394749253,485.24249331866076,502.36432950793903,454.60580097468966,800.2797516113819,440.87211130325437,903.8106429806635,460.9444269768906,998.8900330136771,489.46824398679473,1096.0822983807577,517.9920609966988,1175.3151234082693,546.5158780066029,440.03450715296333,62.66742650526646,470.6711994969345,107.03780852067291,493.9128281716711,150.35175286904587,519.2673321804748,207.399386888854,436.86519415186285,185.21419588115089,405.1720641408583,123.94081119320867,852.0451972960227,49.99017450086467,828.8035686212859,91.19124351517064,806.6183776135829,134.50518786354348,775.9816852696117,202.11719855368665,852.0451972960227,178.87556987894993,881.6254519729603,126.05368652727566,647.0962898915265,115.48930985694085,650.2656028926269,282.4064612482315,657.6606665618614,426.0819839647856,662.9428548970288,644.7645810407171
labeled-data\6400rat\img0770.png,119.9338940418173,490.52468165382817,227.69053607923283,467.2830529790915,326.99567678038045,445.09786197138834,413.62356547712625,433.47704763402,499.19501650683856,422.9126709636851,807.6748152806163,433.47704763402,905.9235183147305,459.8879893098571,1009.454409684012,486.29893098569426,1098.1951737148247,515.8791856626319,1183.766624744537,550.7416286747368,440.03450715296333,69.00605250746742,467.501886495834,103.86849551957243,487.57420216947025,150.35175286904587,510.81583084420686,193.6656972174187,449.54244615626476,180.98844521301692,422.0750668133941,127.11012419430915,860.4966986322906,72.1753655085679,837.2550699575538,107.03780852067291,815.0698789498506,138.73093853167745,784.4331866058797,187.32707121521787,844.6501336267884,171.4805062097155,870.004637635592,134.50518786354348,648.15272755856,124.99724886024217,649.2091652255934,266.5598962427292,652.3784782266939,406.00966829114935,655.5477912277944,599.3377613582772
labeled-data\6400rat\img0838.png,113.5952680396164,535.951501336268,216.06972174186447,496.8633076560291,314.31842477597854,474.6781166483259,413.62356547712625,446.1542996384218,510.81583084420686,429.251296965886,803.4490646124823,440.87211130325437,896.4155793114292,484.18605565162727,987.2692186763088,531.7257506681342,1069.6713567049208,579.265445684641,1149.9606193994655,628.9180160352148,442.1473824870303,63.723864172299955,470.6711994969345,107.03780852067291,497.08214117277157,155.63394120421322,518.2108945134413,204.23007388775363,446.3731331551643,186.27063354818438,413.62356547712625,126.05368652727566,858.3838232982237,55.27236283603213,829.8600062883195,101.75562018550545,806.6183776135829,144.0131268668449,784.4331866058797,194.7221348844522,854.1580726300897,175.70625687784946,881.6254519729603,126.05368652727566,644.9834145574596,129.22299952837614,649.2091652255934,277.12427291306415,651.3220405596604,414.46116962741723,659.7735418959284,607.7892626945451
labeled-data\6400rat\img0847.png,129.44183304511867,639.4823927055497,237.1984750825342,582.4347586857415,322.7699261122465,534.8950636692346,409.3978148089923,485.24249331866076,508.7029555101399,438.7592359691874,797.1104386102814,450.38005030655575,889.0205156421946,503.20193365823,967.1969030026726,558.1366923439713,1042.20397736205,617.2972016978465,1116.154614054394,670.1190850495208,440.8136901855469,62.879486083984375,469.19146728515625,106.7132339477539,496.56182861328125,154.94671630859375,517.4158935546875,204.5121612548828,445.98455810546875,186.3244171142578,412.31817626953125,126.27494049072266,856.6453247070312,54.741451263427734,828.0172119140625,100.58026123046875,804.6336059570312,144.00155639648438,782.9505004882812,194.63453674316406,852.566650390625,175.40985107421875,880.0812377929688,125.40289306640625,643.2172241210938,129.7639617919922,648.190673828125,275.8822937011719,650.8836669921875,413.7232666015625,658.6157836914062,608.2636108398438
labeled-data\6400rat\img0904.png,84.01501336267879,425.0255462977521,181.20727872975945,418.68692029555115,279.45598176387364,414.46116962741723,389.32549913535604,420.79979562961813,503.4207671749725,415.5176072944507,805.5619399465493,428.1948592988525,925.9958339883667,423.9691086307186,1017.90591102028,434.5334853010535,1109.815988052193,451.43648797358924,1189.0488130797046,464.11373997799103,442.69281005859375,62.147281646728516,471.4096984863281,105.4971923828125,497.4718017578125,152.46937561035156,517.7518920898438,200.03956604003906,445.52508544921875,185.00225830078125,413.0461730957031,126.89414978027344,856.6802978515625,54.71666717529297,830.283447265625,101.61128997802734,811.3026733398438,142.02716064453125,782.5049438476562,195.18589782714844,854.9277954101562,174.4682159423828,882.0514526367188,124.0040054321289,647.928466796875,123.2164306640625,651.4990844726562,273.4883117675781,650.7799682617188,414.7834167480469,653.0748291015625,618.0679321289062
